,chipid,month,score
956,1dbb1f3b,5,0.976
957,1dc17c6e,1,0.978
958,1dc400fb,5,0.944
959,1dd63a3c,6,0.973
960,1dd88b4d,11,0.949
961,1ddfcbf5,8,1.0
962,1df195ad,7,0.929
963,1df48338,6,0.98
964,1df672f8,5,0.964
965,1df6d645,1,0.937
966,1df8214b,8,1.0
967,1dfca7aa,11,0.992
968,1e09df9e,1,0.954
969,1e131583,1,0.8200000000000001
970,1e22799e,0,0.951
971,1e2e0888,9,0.905
972,1e3ca03e,5,0.987
973,1e3ec866,5,0.956
974,1e4111fb,7,0.942
975,1e484125,6,0.975
976,1e48eed0,6,0.974
977,1e5c6d42,5,0.982
978,1e63615b,1,0.9410000000000001
979,1e6e8b4e,4,0.989
980,1e7789ff,2,0.895
981,1e7a610e,0,0.949
982,1e80a4fe,6,0.736
983,1e846dae,11,0.987
984,1e9649f3,5,0.971
985,1e9c4780,2,0.854
986,1eaf2bf8,7,0.927
987,1eb353bb,2,0.957
988,1eba01c1,6,0.767
989,1ec2f8ed,6,0.956
990,1ec3d1e1,4,1.0
991,1ecb9142,5,0.965
992,1ecd8946,4,0.925
993,1ed5831c,6,0.915
994,1edd7e96,5,0.88
995,1ede41e2,5,0.952
996,1efd5999,5,0.971
997,1f01c926,3,0.923
998,1f121e14,5,0.9
999,1f133781,4,0.996
1000,1f1e3051,5,0.89
1001,1f27b777,7,0.901
1002,1f457003,4,0.947
1003,1f488fa3,9,1.0
1004,1f5105fc,11,1.0
1005,1f52d85c,7,0.999
1006,1f5b4417,5,0.964
1007,1f5bd1ff,6,0.948
1008,1f5dedeb,3,1.0
1009,1f66e360,5,0.976
1010,1f6f4cc9,2,0.989
1011,1f7a1c20,5,0.993
1012,1f7d51c7,8,0.905
1013,1f7f40f9,1,0.905
1014,1f7f5ed1,7,0.927
1015,1f81db02,6,0.963
1016,1f874243,5,0.983
1017,1f9d2ede,5,0.946
1018,1f9dff25,9,1.0
1019,1f9eb218,3,0.885
1020,1fa53a1f,9,0.973
1021,1fa5f900,5,0.948
1022,1faa6c9d,6,0.831
1023,1facee16,8,1.0
1024,1facfb15,7,0.956
1025,1fc2a8f3,5,0.991
1026,1fc37020,0,1.0
1027,1fc47e8f,2,0.997
1028,1fd598be,5,0.9299999999999999
1029,1fdba21b,7,0.836
1030,1fdc7e4a,5,0.862
1031,1fe911c0,2,0.963
1032,1fed43f7,2,0.958
1033,1fee1e0b,5,0.95
1034,1fefddce,1,0.994
1035,1ffc9fd9,7,0.925
1036,2003e1cb,6,0.969
1037,20059cb1,5,0.992
1038,200ab9f1,5,0.9410000000000001
1039,200fbfd6,11,0.833
1040,2015b851,6,0.844
1041,2019d0e2,5,0.963
1042,202b279b,6,0.783
1043,202f0b2d,2,0.95
1044,20313fce,5,0.968
1045,203189c7,5,0.944
1046,20453090,5,0.97
1047,2047b4fc,5,0.946
1048,204c75d9,7,0.882
1049,20521c9e,3,0.889
1050,2069d170,2,0.837
1051,2076da02,11,0.7150000000000001
1052,20794adc,7,0.765
1053,207ff668,5,0.9390000000000001
1054,20821294,2,0.9339999999999999
1055,20846438,7,0.889
1056,2086e0ed,6,0.951
1057,2092fc97,7,0.923
1058,20992fbd,8,0.918
1059,20994a2a,4,0.96
1060,209c9c68,8,0.579
1061,20c369bd,7,0.977
1062,20c41e1a,1,0.9410000000000001
1063,20cae74a,5,0.984
1064,20cbe58f,5,0.944
1065,20d187b8,1,0.894
1066,20d70cb6,2,0.931
1067,20df6245,3,0.754
1068,20e51468,11,0.991
1069,210a6b24,2,0.997
1070,210fba90,5,0.948
1071,210ff02e,0,0.915
1072,211d1cf9,0,0.891
1073,212384c6,1,0.839
1074,2127ae5d,5,0.964
1075,2138cd5e,5,0.966
1076,2139c07b,2,0.884
1077,213b378c,5,0.964
1078,214c2be8,6,0.8109999999999999
1079,214e4eb6,6,0.91
1080,214f24fa,8,1.0
1081,2168593f,4,0.926
1082,21688518,6,0.99
1083,218e148e,2,0.898
1084,2190eda5,1,0.845
1085,219999da,7,0.912
1086,21b1cbba,8,0.996
1087,21c5b44c,8,0.779
1088,21c6ef91,0,0.957
1089,21caef7f,4,0.961
1090,21cfd61f,11,0.8280000000000001
1091,21d6c7f7,4,0.981
1092,21e3a6bf,5,0.942
1093,21e79cf6,5,0.9319999999999999
1094,220627eb,11,1.0
1095,220d5c8f,0,0.837
1096,22144130,11,0.916
1097,221d0aac,4,0.924
1098,22267e7c,5,0.954
1099,222abd19,4,0.968
1100,2242caee,9,0.997
1101,2249b2b4,4,0.978
1102,2257154d,11,0.85
1103,225d3efe,4,0.856
1104,225f0445,3,0.798
1105,22624011,3,0.943
1106,227f24ff,11,0.796
1107,227f5ad6,2,0.991
1108,22828ce4,11,0.88
1109,2288d155,4,0.863
1110,228b9dc2,5,0.856
1111,228f67bc,1,0.979
1112,22914b51,0,0.924
1113,22a1507e,0,0.908
1114,22b7e96b,5,0.957
1115,22cc51b3,9,0.879
1116,22d0987b,6,0.897
1117,22db73e4,4,0.933
1118,230db390,6,0.835
1119,231022fc,10,0.969
1120,23141549,7,0.829
1121,2314ae92,6,0.891
1122,23159416,2,0.81
1123,23172888,5,0.981
1124,231a5d2b,6,0.8240000000000001
1125,232b5906,11,0.872
1126,233091c1,8,0.998
1127,2333bd5b,5,0.963
1128,2337109d,5,0.949
1129,2345e099,7,1.0
1130,234a757f,6,0.929
1131,234bdd78,1,0.923
1132,234fae21,7,1.0
1133,23522c63,8,0.956
1134,235884cb,5,0.969
1135,2361b68d,6,0.97
1136,2365c9ea,2,0.97
1137,236b160d,7,0.845
1138,236d8372,6,0.965
1139,2370bb80,1,0.994
1140,2384b510,6,0.85
1141,2397ee78,5,0.885
1142,23983c1e,9,0.994
1143,239e325b,1,0.86
1144,23a37937,5,0.982
1145,23af9716,6,0.982
1146,23b56d8d,2,0.944
1147,23b8d945,4,0.938
1148,23c2080f,0,0.996
1149,23c2daef,6,0.969
1150,23c89e44,4,0.885
1151,23cf0270,6,0.959
1152,23d14c5d,6,0.985
1153,23d1ad6b,6,0.892
1154,23d486b5,7,0.902
1155,23e1f93f,2,0.8140000000000001
1156,23e65913,6,0.945
1157,23e96184,6,0.946
1158,23fdc995,5,0.892
1159,24001980,8,0.999
1160,2408503c,4,0.945
1161,2409a7cf,6,0.863
1162,24158908,4,0.963
1163,24177c3f,3,0.832
1164,242112f7,11,0.778
1165,242d21ba,5,0.969
1166,24318dce,7,0.756
1167,243bad58,6,0.88
1168,2441d664,8,1.0
1169,24478cc7,9,0.763
1170,244cb44b,4,0.978
1171,245c2893,6,0.911
1172,245dda04,1,0.906
1173,246363fd,7,0.993
1174,246976f8,8,0.984
1175,24714f57,2,0.862
1176,2485e030,6,0.974
1177,24898d6e,6,0.995
1178,24a4769c,6,0.779
1179,24c99b0c,5,0.991
1180,24cd3bd1,9,0.935
1181,24d3eb10,5,0.968
1182,24ddaeb6,4,0.905
1183,24ddf521,4,0.982
1184,24e112ce,7,0.92
1185,24eb6b8c,5,0.734
1186,24ebb572,4,0.98
1187,24f427d2,8,1.0
1188,24f6e665,4,0.931
1189,24fb5fe4,7,0.771
1190,24ffdd7f,7,0.955
1191,2507ecb5,8,0.9339999999999999
1192,250e37c2,4,0.981
1193,2511058a,5,0.977
1194,25185e84,11,0.9359999999999999
1195,251a44e0,2,0.898
1196,2525b20e,4,0.905
1197,25265599,0,0.967
1198,2529d526,6,0.88
1199,252b0e8c,4,0.959
1200,25420997,5,0.979
1201,254ec31f,8,0.997
1202,25574e27,6,0.795
1203,256d514e,9,0.963
1204,256dd9e0,5,0.944
1205,2578965b,2,0.779
1206,2585d358,1,0.98
1207,2586d767,3,0.873
1208,2586fc66,2,0.872
1209,25991e82,6,0.919
1210,25a25054,2,0.923
1211,25a4f537,11,0.991
1212,25a677c3,11,0.848
1213,25a7bd83,5,0.952
1214,25ae3302,11,0.885
1215,25b9265b,6,0.988
1216,25bf6b1c,0,0.955
1217,25cdb138,9,0.792
1218,25d9c808,7,1.0
1219,25e8a6f7,5,0.976
1220,25ef7548,5,0.975
1221,25f2768a,6,0.985
1222,25f96e57,5,0.973
1223,25fc0763,4,0.931
1224,25fd4e5d,3,0.901
1225,260d5df4,2,0.999
1226,26133a88,5,1.0
1227,261ac17a,4,0.956
1228,26327df5,6,0.888
1229,2637f129,5,0.99
1230,2638c7e8,6,0.677
1231,263b0030,0,0.9299999999999999
1232,263cba48,4,0.979
1233,2648250f,4,0.98
1234,26497121,2,0.9359999999999999
1235,26509b20,6,0.969
1236,26622ebc,11,0.83
1237,2665af1d,5,0.935
1238,2677ff5c,7,0.988
1239,2679121a,5,0.985
1240,26834d19,6,0.974
1241,2688894c,9,0.989
1242,268d4697,7,0.961
1243,26962c53,5,1.0
1244,269e7e9b,1,0.955
1245,26a19762,5,0.968
1246,26a9fa51,8,1.0
1247,26b02643,5,0.961
1248,26b2822c,5,0.962
1249,26b365a3,6,0.927
1250,26b94de7,7,0.927
1251,26bec361,5,0.938
1252,26bf9a52,2,0.955
1253,26ddd09d,2,0.8109999999999999
1254,26e1dc0b,7,0.913
1255,26ea6cd0,5,0.948
1256,26ede19f,2,0.749
1257,26ef32b5,1,0.982
1258,26f47917,7,0.999
1259,26f5737c,7,0.958
1260,27194589,2,0.868
1261,271a5d14,3,0.786
1262,2723f727,10,0.866
1263,272a11fc,5,0.958
1264,272e9b6f,11,0.935
1265,2736d4e4,4,0.99
1266,27495cd7,5,0.958
1267,2760383c,5,0.946
1268,27641393,6,0.842
1269,276424eb,1,0.897
1270,2771874b,2,0.922
1271,2773bbe5,7,0.931
1272,2784de8b,9,0.893
1273,278b1590,2,1.0
1274,2790b46b,7,0.998
1275,2791bca1,6,0.86
1276,27967134,2,0.869
1277,279cabf6,5,0.962
1278,27a1ae34,5,0.9410000000000001
1279,27a2d815,10,1.0
1280,27a7817e,9,0.952
1281,27b4e820,9,0.773
1282,27b57f0a,10,0.868
1283,27b6c6d9,5,0.922
1284,27b791ea,2,0.844
1285,27bc36c7,8,1.0
1286,27bfab7d,11,0.903
1287,27bfd2a2,5,0.84
1288,27c08d15,7,0.989
1289,27c33457,2,0.998
1290,27ddd20d,5,0.965
1291,27f2e0b0,4,0.982
1292,27fa7b3d,2,0.971
1293,280c8135,2,0.856
1294,280f9a8b,0,0.968
1295,28162c0c,7,0.916
1296,281726ca,6,0.99
1297,28177495,11,0.877
1298,2818652d,7,0.9319999999999999
1299,282247eb,6,0.6970000000000001
1300,2824d817,5,1.0
1301,28261d2d,6,0.98
1302,2828dfc6,5,0.969
1303,282b3b06,5,0.993
1304,282b5016,2,0.915
1305,283a06c2,2,0.995
1306,28439736,4,0.959
1307,2844f6c1,2,0.839
1308,284543b9,1,0.759
1309,28465227,11,0.724
1310,2850e384,7,0.846
1311,2854a358,8,0.836
1312,28558cf6,5,0.991
1313,285a952f,1,0.995
1314,285c751c,5,0.966
1315,285e7d45,8,1.0
1316,28642d40,9,0.919
1317,2866b2a1,8,0.798
1318,28766ac6,2,0.795
1319,28780f09,5,0.948
1320,287b26a3,7,0.927
1321,2889835c,5,0.94
1322,288afc34,3,0.918
1323,28903853,3,0.954
1324,289918cd,6,1.0
1325,289db096,5,0.962
1326,289e1a99,7,0.863
1327,28a126f5,4,0.956
1328,28a75ee5,4,0.966
1329,28ac85b5,5,0.981
1330,28b1208a,11,0.933
1331,28bb5e3d,10,0.845
1332,28c31c55,4,0.829
1333,28c3d1d1,5,0.989
1334,28cdf6a9,5,0.943
1335,28d02327,6,0.91
1336,28d3925f,8,0.903
1337,28d74a8a,5,0.975
1338,28da9249,6,0.9359999999999999
1339,28e37844,11,0.789
1340,28e3f3f9,5,0.9299999999999999
1341,28e70767,5,0.984
1342,28ee2518,5,0.843
1343,28f02da2,6,0.9319999999999999
1344,28fd5484,6,0.98
1345,2900760f,9,0.8
1346,290453f1,7,0.597
1347,290a8c07,5,0.981
1348,2920a0e8,0,0.967
1349,2920bdda,2,0.854
1350,29238ab7,6,0.991
1351,29292f78,6,0.885
1352,2938a9b5,8,0.997
1353,293b51cf,5,0.977
1354,293fda5c,4,0.964
1355,2940e282,7,0.794
1356,294113b9,8,1.0
1357,2944b9e9,6,0.971
1358,294dfbff,4,0.969
1359,295aff14,7,0.907
1360,2961708f,3,0.841
1361,29659881,2,0.958
1362,2983d47d,2,0.879
1363,298ae30a,6,0.947
1364,298e6581,1,0.961
1365,299262ac,3,0.873
1366,29996380,10,0.732
1367,29a13c5e,3,0.825
1368,29a9f394,6,0.878
1369,29aa902c,5,0.9359999999999999
1370,29b0c158,6,0.886
1371,29b6c82a,6,0.775
1372,29ba41c3,5,0.877
1373,29c5eeda,7,0.955
1374,29cb8836,2,0.837
1375,29cc01ea,7,0.917
1376,29d9d31b,8,1.0
1377,29da1a41,8,0.905
1378,29e0a114,7,0.94
1379,29e2d9f0,5,0.969
1380,29ebdc56,0,0.784
1381,29edd8cf,11,0.8260000000000001
1382,29ee5ece,8,1.0
1383,29f0408f,5,0.933
1384,29f826ca,11,0.872
1385,29f95745,2,0.989
1386,29fb6d88,8,1.0
1387,2a00a2fd,8,0.98
1388,2a0a7264,5,0.965
1389,2a0ab392,2,0.835
1390,2a0c33fe,4,0.966
1391,2a131d16,4,0.919
1392,2a1cc836,6,0.881
1393,2a217ae1,5,0.977
1394,2a2a04ed,6,0.888
1395,2a2f47ff,6,0.905
1396,2a39369c,1,0.935
1397,2a40bec3,5,0.954
1398,2a48c8d2,6,0.959
1399,2a4cf978,11,0.861
1400,2a52abbf,9,0.783
1401,2a543515,6,0.947
1402,2a55827e,6,0.978
1403,2a57d6f3,5,0.968
1404,2a59fcb2,6,0.8240000000000001
1405,2a5d1bb6,8,0.977
1406,2a66fadc,7,0.781
1407,2a6ad6f1,5,0.972
1408,2a6ef7eb,5,0.862
1409,2a769c28,5,0.984
1410,2a771ac4,0,0.84
1411,2a7b8512,6,0.966
1412,2a81e3da,7,0.883
1413,2a92c26d,5,0.965
1414,2a96b142,6,0.924
1415,2a96b503,7,0.962
1416,2a97cdff,7,1.0
1417,2a9a1bf9,2,0.988
1418,2aafc560,11,0.833
1419,2ab7cd72,11,0.888
1420,2abe42ea,2,0.914
1421,2abfba7a,11,0.813
1422,2acd3ab1,0,0.874
1423,2ad371bc,9,0.81
1424,2ad39205,5,0.989
1425,2ad67853,9,1.0
1426,2af799d0,0,0.975
1427,2af81eb7,10,1.0
1428,2afcf8a3,0,0.982
1429,2b090ba7,10,0.847
1430,2b0dac18,4,0.963
1431,2b158f8f,4,0.942
1432,2b2198a9,5,0.968
1433,2b260ef6,1,0.9319999999999999
1434,2b2653cf,5,0.947
1435,2b313700,6,0.922
1436,2b3f4638,7,1.0
1437,2b43b61b,2,0.887
1438,2b44d948,6,0.985
1439,2b4c4011,5,0.916
1440,2b4e87ba,5,0.909
1441,2b57ec2d,5,1.0
1442,2b620ffd,5,0.983
1443,2b67f7f0,5,0.979
1444,2b771eb1,4,0.896
1445,2b7c572c,4,0.869
1446,2b835255,0,0.947
1447,2b84e290,10,0.952
1448,2b8baed6,6,0.9410000000000001
1449,2b9237c4,2,0.922
1450,2ba1312a,6,0.9
1451,2ba2cf8f,6,0.948
1452,2bb13520,2,0.881
1453,2bb9250c,2,0.865
1454,2bb952ab,7,0.9319999999999999
1455,2bbb029e,4,0.981
1456,2bc52733,6,0.854
1457,2bc802f6,3,0.831
1458,2bcabdc8,11,0.992
1459,2bd19f34,5,0.965
1460,2bde0ede,6,0.98
1461,2be5ed8e,10,1.0
1462,2be7d4be,5,0.97
1463,2be8a587,5,0.884
1464,2beb2a9d,4,0.964
1465,2bebeb9c,5,1.0
1466,2bf55a58,5,0.956
1467,2c06eae6,6,0.898
1468,2c0df8ed,4,0.889
1469,2c11e93b,4,0.966
1470,2c156604,6,0.88
1471,2c1615ea,1,0.931
1472,2c1a2ed6,11,0.832
1473,2c1d11dd,11,0.994
1474,2c1e31f8,11,0.927
1475,2c21b1be,7,0.752
1476,2c2607c3,7,0.854
1477,2c2ac292,11,0.869
1478,2c302eaf,5,0.983
1479,2c30ccf9,6,0.971
1480,2c34e61b,8,0.978
1481,2c37ef73,4,0.865
1482,2c42f8de,5,0.931
1483,2c4cd182,3,0.969
1484,2c577ff5,2,0.969
1485,2c5c42ba,11,0.865
1486,2c6522a6,8,1.0
1487,2c72bc92,7,0.985
1488,2c73a7b7,6,0.963
1489,2c74e583,8,0.866
1490,2c815248,5,0.958
1491,2c870ccf,5,1.0
1492,2c89eb26,8,0.996
1493,2c8c60c3,2,0.961
1494,2c8dfe35,7,0.79
1495,2ca2a38c,5,0.945
1496,2cab3152,6,0.977
1497,2cad2bb9,6,0.902
1498,2cb5dcd2,4,0.976
1499,2cb73d71,1,0.97
1500,2cc2ce97,6,0.851
1501,2cc2ebc4,9,0.996
1502,2cddf882,2,0.905
1503,2ce62a92,6,0.871
1504,2ceb4c4f,6,0.951
1505,2cef72ec,6,0.948
1506,2cf1d736,7,0.835
1507,2cf552d5,5,0.834
1508,2d0255c0,5,0.976
1509,2d07ad2e,2,0.978
1510,2d14c007,4,0.989
1511,2d1af391,10,0.736
1512,2d32a5a6,6,0.963
1513,2d38e24a,5,0.957
1514,2d4d23a4,5,0.922
1515,2d4f8d4a,11,0.821
1516,2d52f0bd,8,0.829
1517,2d55fe36,7,1.0
1518,2d5826ca,10,1.0
1519,2d64a6af,10,0.922
1520,2d6669cb,11,0.771
1521,2d715f00,2,1.0
1522,2d7ef100,5,0.948
1523,2d847e5e,11,0.871
1524,2d8c4917,0,0.921
1525,2d8c5cf9,7,0.905
1526,2d977c85,1,0.98
1527,2d9b2f0c,0,0.951
1528,2dae8655,7,0.617
1529,2db0d009,6,0.956
1530,2db6e4fe,2,0.896
1531,2dbdf4ac,11,0.634
1532,2dcd469d,6,0.951
1533,2dd2bf35,1,0.904
1534,2dd7c3dd,2,0.8180000000000001
1535,2dd8237e,5,0.772
1536,2ddd5caa,7,0.829
1537,2de3cf73,6,0.869
1538,2def4bad,5,0.9299999999999999
1539,2df1ba63,6,0.935
1540,2df62815,7,0.845
1541,2dffa806,2,0.96
1542,2e05b510,6,0.79
1543,2e0766af,7,0.978
1544,2e19fcda,6,0.985
1545,2e1df6fd,10,0.8180000000000001
1546,2e1ea65c,5,0.979
1547,2e24b6aa,4,0.952
1548,2e26df45,5,0.924
1549,2e28ea1f,4,0.99
1550,2e2b7fab,7,0.995
1551,2e332b26,7,0.6950000000000001
1552,2e348bda,6,0.915
1553,2e387f2c,8,0.833
1554,2e3ba3bb,6,0.973
1555,2e425cd6,5,0.986
1556,2e51a4fe,4,0.996
1557,2e5b70e2,5,0.964
1558,2e6515e2,2,0.898
1559,2e695026,9,0.999
1560,2e856e86,4,0.914
1561,2e879338,5,0.967
1562,2e898ed0,7,0.9299999999999999
1563,2e8c21bf,2,0.981
1564,2e8fc16b,7,1.0
1565,2e92dac6,7,0.908
1566,2e985892,4,1.0
1567,2e9b2511,8,0.916
1568,2ea02c81,1,0.852
1569,2ea0ef6d,10,0.749
1570,2ea1e2cf,7,0.929
1571,2eb9ee87,10,1.0
1572,2eba4589,6,0.917
1573,2eba7573,0,0.919
1574,2ec11a5c,4,0.926
1575,2ec1844e,3,0.837
1576,2ed47494,8,1.0
1577,2ede7d84,7,0.8220000000000001
1578,2edf4ffb,9,0.925
1579,2ee180d8,8,1.0
1580,2ee69b62,7,0.9319999999999999
1581,2eecbc40,2,0.988
1582,2efca100,4,0.913
1583,2f0647de,5,0.972
1584,2f078650,1,0.979
1585,2f19aa1d,4,0.996
1586,2f1fb54f,2,0.966
1587,2f28462c,7,0.866
1588,2f2aa648,2,0.909
1589,2f3be676,9,1.0
1590,2f4133ad,5,0.9339999999999999
1591,2f46677f,4,0.981
1592,2f4a51f4,6,0.9410000000000001
1593,2f5131c6,8,0.933
1594,2f630917,2,0.845
1595,2f64e2e3,8,1.0
1596,2f77ab04,11,0.884
1597,2f805e82,8,0.94
1598,2f938e53,6,0.859
1599,2f9e45d9,6,0.95
1600,2fa388bb,7,0.997
1601,2fad23d4,5,0.847
1602,2fbc1709,6,0.862
1603,2fd4b6ff,6,0.847
1604,2fe9d056,4,0.969
1605,2fefdb4d,10,0.752
1606,2ff64711,4,0.987
1607,2ffb3f6f,2,0.968
1608,301915fc,5,0.97
1609,302974ed,5,0.974
1610,302daa22,5,0.935
1611,30380028,2,0.8029999999999999
1612,303f2715,1,0.912
1613,303f3f21,10,0.808
1614,304a6fcc,7,0.952
1615,30521eab,1,0.832
1616,3054594a,5,0.935
1617,305e9f43,1,0.959
1618,3061345a,5,0.923
1619,30617afb,3,0.896
1620,3068cce9,6,0.883
1621,30706ccc,8,1.0
1622,30762bdd,10,0.779
1623,307a6dea,11,0.843
1624,307fd254,4,0.969
1625,3082df7e,8,0.768
1626,30842495,8,1.0
1627,30852538,11,0.965
1628,30858285,3,1.0
1629,3087503b,8,1.0
1630,30875b12,6,0.956
1631,308da539,6,0.979
1632,30957b28,5,0.877
1633,309792e5,1,0.9339999999999999
1634,30995212,8,1.0
1635,30af6f84,7,0.847
1636,30bd4445,0,0.997
1637,30bfc10b,0,0.952
1638,30cc0a58,4,0.953
1639,30ce9282,5,0.957
1640,30e1fe1a,1,0.892
1641,30ed73c8,6,0.817
1642,30eefe16,7,0.973
1643,30f93fe5,5,0.96
1644,30fab179,4,0.959
1645,30fc3158,5,0.942
1646,30fcd658,11,0.9319999999999999
1647,30fef85d,5,0.976
1648,311b94e1,11,0.921
1649,313d5ba0,2,0.918
1650,314025df,2,0.914
1651,31406dfd,5,0.937
1652,31472dc4,8,0.997
1653,314ba8bc,6,0.971
1654,314d34d0,6,0.967
1655,31603f8c,7,0.983
1656,3160b59c,11,0.995
1657,3163d2d6,8,1.0
1658,3167921b,7,0.995
1659,3168764b,7,0.838
1660,31698b5d,5,0.944
1661,316b775d,3,0.6839999999999999
1662,316b8346,5,0.947
1663,317861d1,2,0.812
1664,31871700,0,0.901
1665,318c8c73,6,0.927
1666,3191752b,7,0.98
1667,3199d350,7,0.77
1668,31a7a8ce,2,0.978
1669,31b7478a,8,0.962
1670,31bca177,4,0.965
1671,31bcd34f,0,0.981
1672,31c1cdf9,1,0.999
1673,31c4958b,4,0.997
1674,31c77f10,11,0.827
1675,31cb93d6,0,1.0
1676,31cd60df,7,0.978
1677,31d14e7e,5,0.964
1678,31d16793,5,0.923
1679,31d3a869,9,0.998
1680,31dc9c12,5,0.971
1681,31e385a8,5,0.937
1682,31ec2be1,1,0.912
1683,31f9840d,9,0.931
1684,31fb9511,11,0.874
1685,31ff006f,11,0.6930000000000001
1686,3200c5d3,5,0.975
1687,32241612,5,0.97
1688,322c4667,6,0.798
1689,32363f27,5,0.981
1690,3236c16a,6,0.909
1691,3250b082,8,1.0
1692,32537348,5,0.9319999999999999
1693,32546fa0,1,0.903
1694,325d9fb5,5,0.965
1695,32685f8c,6,0.921
1696,326a0a3a,5,1.0
1697,327e884a,7,1.0
1698,3282bfc0,5,0.94
1699,32872482,5,0.989
1700,328ac70a,7,0.953
1701,32901ff5,8,0.946
1702,329427a7,5,0.838
1703,329671ef,5,0.996
1704,3299a369,5,0.987
1705,329f5682,5,0.962
1706,32af301c,11,0.768
1707,32b6d4f4,0,0.962
1708,32bf07e2,6,0.938
1709,32d00d9e,11,0.836
1710,32d17ff6,8,0.999
1711,32d3ec87,4,0.996
1712,32e02365,6,0.85
1713,32e0a3b7,4,0.862
1714,32e19487,6,0.91
1715,32e57e93,4,0.812
1716,32e92a70,7,0.784
1717,32f53774,5,0.9339999999999999
1718,33067785,0,0.901
1719,330970e0,5,0.971
1720,331173f5,2,0.902
1721,331652fd,9,0.747
1722,3320a6e0,11,0.783
1723,3326128e,6,0.963
1724,332683a0,5,0.964
1725,3326bd02,6,0.856
1726,3328b79a,1,0.847
1727,33298ae7,5,0.978
1728,332e99fb,7,0.9410000000000001
1729,33422090,8,0.974
1730,334aeff5,9,0.995
1731,334b4d42,11,0.835
1732,3354dd4e,2,0.999
1733,335b6705,5,0.888
1734,336db944,7,0.947
1735,3379ce05,5,0.974
1736,337e262b,2,0.883
1737,338c07ff,5,0.953
1738,3399242d,0,0.779
1739,339f7050,5,0.897
1740,33a2663d,5,0.981
1741,33a2cd6c,5,0.974
1742,33b35478,5,0.924
1743,33be0dd5,1,0.956
1744,33c4a4d8,3,0.675
1745,33c704f0,3,0.9359999999999999
1746,33d60a71,6,0.966
1747,33d6fbd4,5,0.955
1748,33e9c989,0,0.923
1749,33ea947f,10,0.853
1750,33f1bfbb,5,0.91
1751,33f1c0ae,5,0.889
1752,33f74475,6,0.967
1753,33f74c29,5,0.978
1754,33f8b6e3,5,0.99
1755,34049ffb,9,0.922
1756,3411cc89,3,0.856
1757,341aab49,5,0.8
1758,341d6dab,6,0.98
1759,342c630d,11,0.782
1760,342d02fe,5,0.957
1761,342eac32,5,0.951
1762,3434fac9,2,0.8069999999999999
1763,343e339b,5,0.827
1764,3440f4d7,9,0.997
1765,3447f528,11,0.982
1766,3451bc2f,11,0.859
1767,3453e18f,5,0.989
1768,3455063b,1,0.864
1769,34579c5a,0,0.958
1770,34604709,2,0.839
1771,34607244,2,0.858
1772,346ecd75,6,0.958
1773,3482cc11,7,0.766
1774,348772e9,5,0.978
1775,349c35d6,4,0.919
1776,34a312bb,5,0.937
1777,34b1b91c,2,0.974
1778,34c18d9e,0,0.994
1779,34ce00b4,1,0.992
1780,34e2d524,2,0.966
1781,34e4480d,6,0.981
1782,34ee365d,4,1.0
1783,34f6b292,5,0.972
1784,34f8c8f6,6,0.974
1785,3512debe,5,0.917
1786,351be62a,7,1.0
1787,351e7f32,6,0.953
1788,3524c5de,4,0.888
1789,353a81e7,11,0.76
1790,353ad961,1,1.0
1791,353d74f2,1,0.984
1792,354d23ac,5,0.92
1793,35533824,5,0.974
1794,3556b14b,11,0.919
1795,3560b484,5,0.954
1796,356114e2,8,0.901
1797,357a996e,8,1.0
1798,357adb76,4,0.908
1799,357d2095,7,0.772
1800,35b4bb1e,5,0.972
1801,35cb0400,7,0.905
1802,35e67e33,0,0.947
1803,35e70c91,5,0.976
1804,35e80d0d,7,0.8089999999999999
1805,35f1b146,4,0.979
1806,35f65bd4,5,1.0
1807,36157ac8,5,0.984
1808,36175111,2,0.944
1809,361c1e75,9,1.0
1810,36285e08,4,0.993
1811,363aad37,6,0.868
1812,363f17fd,11,0.921
1813,364c7efe,5,0.991
1814,36530172,5,0.963
1815,3654dc2a,1,1.0
1816,3660eabd,7,0.784
1817,366ef5bf,5,0.8200000000000001
1818,367bc92c,5,0.952
1819,3684b245,10,0.893
1820,368cfbea,2,0.938
1821,36917189,10,0.6970000000000001
1822,369b577d,4,0.8029999999999999
1823,36a8ed58,5,0.957
1824,36ad1093,5,0.953
1825,36bb6861,5,0.952
1826,36bf3cc8,0,1.0
1827,36bf5cd1,5,0.906
1828,36c3339b,7,0.952
1829,36c3c39b,8,0.997
1830,36cf8630,8,0.786
1831,36d0054b,2,0.914
1832,36d03fb3,8,1.0
1833,36dc0542,11,1.0
1834,36ea0203,4,1.0
1835,36ed7bf2,7,0.706
1836,36f29089,2,0.851
1837,36fd36ae,11,1.0
1838,36ffec02,5,0.893
1839,37009624,5,0.995
1840,3701066f,4,0.944
1841,3702324b,4,0.933
1842,370356cd,7,0.98
1843,3708e7f5,11,0.887
1844,370a9c77,1,0.908
1845,3719b26c,6,0.979
1846,371eb389,5,0.935
1847,372101d7,1,0.864
1848,372145f4,2,0.989
1849,37233043,7,0.978
1850,372bc81e,9,0.743
1851,372d2433,4,0.867
1852,37393f9d,5,0.973
1853,374257a7,11,0.856
1854,375f7201,0,0.866
1855,37608bfd,5,0.974
1856,3773ee87,5,0.853
1857,3779bcee,2,0.861
